,Actual,Predicted
2024-10-02,0.1331,0.1339965015143156
2024-10-03,0.1346,0.13402790668308734
2024-10-04,0.1342,0.13421399920582772
2024-10-05,0.1342,0.13431320597529411
2024-10-06,0.1342,0.134327298361063
2024-10-07,0.1356,0.13428370715677737
2024-10-08,0.1355,0.13442025824487208
2024-10-09,0.1351,0.13459156887233256
2024-10-10,0.1356,0.1346926749408245
2024-10-11,0.1347,0.1348280343711376
2024-10-12,0.1347,0.13486202532649041
2024-10-13,0.1347,0.1348960102379322
2024-10-14,0.1347,0.13494717698097228
2024-10-15,0.1348,0.13502057322859765
2024-10-16,0.1342,0.13517432528734208
2024-10-17,0.1336,0.13519316415786742
2024-10-18,0.1322,0.13507440785467625
2024-10-19,0.1322,0.13474693364799023
2024-10-20,0.1322,0.1344539671510458
2024-10-21,0.1328,0.13423192242383958
2024-10-22,0.1331,0.1341556895673275
2024-10-23,0.1331,0.13415901422202586
2024-10-24,0.1336,0.1341718328535557
2024-10-25,0.1334,0.13422660881876947
2024-10-26,0.1334,0.13423627756536008
2024-10-27,0.1334,0.13422459317445756
2024-10-28,0.1338,0.13418005509078504
2024-10-29,0.1339,0.1341818289786577
2024-10-30,0.1338,0.13419144534468652
2024-10-31,0.1341,0.1341759704142809
