,Actual,Predicted
2024-10-02,7.9392,7.9765783225238325
2024-10-03,7.957399999999999,7.9762507230699065
2024-10-04,7.930799999999999,7.977547455519439
2024-10-05,7.930799999999999,7.978576789993048
2024-10-06,7.930799999999999,7.978390368545056
2024-10-07,7.9431,7.976800615558028
2024-10-08,7.9326,7.976332068932057
2024-10-09,7.9121,7.974921904709936
2024-10-10,7.9251,7.971806339722872
2024-10-11,7.895699999999999,7.968399785536528
2024-10-12,7.895699999999999,7.962238367396593
2024-10-13,7.895699999999999,7.954629943946005
2024-10-14,7.895699999999999,7.946994651430845
2024-10-15,7.8611,7.940988907665014
2024-10-16,7.8634,7.936263137808442
2024-10-17,7.837399999999999,7.930595658022166
2024-10-18,7.808,7.9228640154421335
2024-10-19,7.808,7.911597059533
2024-10-20,7.808,7.897473811259866
2024-10-21,7.846299999999999,7.884403396350145
2024-10-22,7.8649000000000004,7.878650277191401
2024-10-23,7.8649000000000004,7.8781424888044596
2024-10-24,7.8747,7.879771714386345
2024-10-25,7.8713,7.881828074994684
2024-10-26,7.8713,7.883349270316959
2024-10-27,7.8713,7.884760265541077
2024-10-28,7.8634,7.885844630813599
2024-10-29,7.848599999999999,7.885798371702433
2024-10-30,7.813300000000001,7.884656713458896
2024-10-31,7.823099999999999,7.880069028434158
