,Actual,Predicted
2022-09-05,26.5673,26.543129271978138
2022-09-06,26.276600000000002,26.547235682266948
2022-09-07,25.942,26.545401439166067
2022-09-08,25.6903,26.531880436092614
2022-09-09,25.7405,26.50675211945176
2022-09-10,25.7405,26.477718140023946
2022-09-11,25.7405,26.449019773215053
2022-09-12,25.8763,26.419658707123993
2022-09-13,25.8391,26.39042475528121
2022-09-14,25.7891,26.36258053421378
2022-09-15,25.9719,26.337732023936507
2022-09-16,26.199600000000004,26.29588895873427
2022-09-17,26.199600000000004,26.2597792111814
2022-09-18,26.199600000000004,26.231004110771416
2022-09-19,26.153200000000002,26.208475047981736
2022-09-20,26.1508,26.190145018362998
2022-09-21,26.181599999999996,26.17893261156082
2022-09-22,26.1903,26.17729291526675
2022-09-23,26.631700000000002,26.186851674211024
2022-09-24,26.631700000000002,26.20614164893031
2022-09-25,26.631700000000002,26.232386478221414
2022-09-26,26.6112,26.26244589759111
2022-09-27,26.6237,26.291830991375445
2022-09-28,26.7123,26.321797012776134
2022-09-29,26.7493,26.353884446966646
2022-09-30,26.587,26.388384726613758
2022-10-01,26.587,26.420045087933538
2022-10-02,26.587,26.4553274302423
2022-10-03,26.606,26.485390725046393
2022-10-04,26.468199999999996,26.51189172055125
2022-10-05,26.327300000000005,26.5353090329051
2022-10-06,26.164100000000005,26.55467535368204
2022-10-07,26.1906,26.567329034537075
2022-10-08,26.1906,26.568513367289302
2022-10-09,26.1906,26.561042304855583
2022-10-10,26.3344,26.547451931506394
2022-10-11,26.507999999999996,26.534966832047697
2022-10-12,26.4688,26.52573477222323
2022-10-13,26.4688,26.518569869107004
2022-10-14,26.4688,26.513090004867312
2022-10-15,26.4688,26.512483886927363
2022-10-16,26.4688,26.499672475892304
2022-10-17,26.045500000000004,26.491214340317246
2022-10-18,25.928,26.481006446111202
2022-10-19,25.871,26.46954407379031
2022-10-20,25.9188,26.456765216404197
2022-10-21,25.8882,26.446680561012027
2022-10-22,25.8882,26.437232251948117
2022-10-23,25.8882,26.42746073165536
2022-10-24,25.8882,26.415459286409614
2022-10-25,26.019000000000002,26.40076751460433
2022-10-26,26.0047,26.382940128827094
2022-10-27,26.225399999999997,26.36243636805415
2022-10-28,26.1259,26.342807292824983
2022-10-29,26.1259,26.323826577770706
2022-10-30,26.1259,26.307917532020806
2022-10-31,26.0552,26.29371949055791
2022-11-01,25.9621,26.28609961144328
2022-11-02,25.9118,26.28879575115442
2022-11-03,26.0192,26.297024461013077
2022-11-04,25.8664,26.30462883839011
2022-11-05,25.8664,26.311079886490106
2022-11-06,25.8664,26.316801577836273
2022-11-07,25.7927,26.321931877893206
2022-11-08,25.8183,26.32669207396507
2022-11-09,25.6972,26.330380324882267
2022-11-10,25.5876,26.33151970259547
2022-11-11,25.751,26.32813644836545
2022-11-12,25.751,26.323084432083366
2022-11-13,25.751,26.31761541905999
2022-11-14,26.1178,26.315333563286064
2022-11-15,25.8307,26.316087722820043
2022-11-16,25.9123,26.306682043534515
2022-11-17,26.0609,26.302523702424764
2022-11-18,25.986,26.299445832425356
2022-11-19,25.986,26.300221306848524
2022-11-20,25.986,26.303037585026022
2022-11-21,26.022200000000005,26.307853199809788
2022-11-22,25.8804,26.31430851088762
2022-11-23,25.957,26.32126026511192
2022-11-24,26.2599,26.328679009181258
2022-11-25,26.0933,26.339305450302362
2022-11-26,26.0933,26.351972695177793
2022-11-27,26.0933,26.36464497811794
2022-11-28,26.276700000000005,26.37479047783017
2022-11-29,26.085799999999995,26.383255201643703
2022-11-30,25.8922,26.391238208961486
2022-12-01,26.0007,26.397616011351346
2022-12-02,26.104300000000002,26.406242340779304
2022-12-03,26.104300000000002,26.412294606679676
2022-12-04,26.104300000000002,26.41915180030465
2022-12-05,26.104300000000002,26.42722277998328
2022-12-06,25.9864,26.434260181307792
2022-12-07,25.9436,26.44253810918331
2022-12-08,25.8162,26.45129852864146
2022-12-09,25.8836,26.45544098047018
2022-12-10,25.8836,26.45698340336084
2022-12-11,25.8836,26.457120593738555
2022-12-12,25.8836,26.460174436044692
2022-12-13,25.6494,26.46052903829217
2022-12-14,25.905,26.46015040835142
2022-12-15,25.9946,26.46144286572337
2022-12-16,25.8883,26.453045186924932
2022-12-17,25.8883,26.447164990311858
2022-12-18,25.8883,26.439890024858713
2022-12-19,25.9482,26.431934533125162
2022-12-20,26.187599999999996,26.425140121537446
2022-12-21,26.686899999999998,26.422245172041652
2022-12-22,26.674,26.428041271728276
2022-12-23,26.643400000000003,26.444072393661735
2022-12-24,26.643400000000003,26.46730174744725
2022-12-25,26.643400000000003,26.493263670027254
2022-12-26,26.5906,26.519637163740395
2022-12-27,26.4314,26.54516193732023
2022-12-28,26.2584,26.572995307171343
2022-12-29,26.2905,26.59929478008747
2022-12-30,26.448599999999995,26.621941656082868
2022-12-31,26.448599999999995,26.641404087632893
2023-01-01,26.448599999999995,26.661738491922616
2023-01-02,26.448599999999995,26.700609486484527
2023-01-03,26.8448,26.71702698922753
2023-01-04,26.5906,26.726717900484797
2023-01-05,26.031600000000005,26.721521718043086
2023-01-06,25.8011,26.694921511417625
2023-01-07,25.8011,26.645098539245126
2023-01-08,25.8011,26.580517912882563
2023-01-09,25.8457,26.50884834191799
2023-01-10,25.7716,26.43340332276225
2023-01-11,25.7104,26.357876919484138
2023-01-12,25.7057,26.28747074013352
2023-01-13,26.0943,26.220434250992536
2023-01-14,26.0943,26.161339689564702
2023-01-15,26.0943,26.115314255559444
2023-01-16,26.1048,26.067504959100482
2023-01-17,26.086200000000005,26.04314397847056
