งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
25 มิ.ย. 2557,9.8857,9.9462,10.2437
26 มิ.ย. 2557,9.8918,9.9494,10.2522
27 มิ.ย. 2557,9.8741,9.9517,10.2785
30 มิ.ย. 2557,9.9238,9.9815,10.2817
02 ก.ค. 2557,9.9159,9.9746,10.2783
03 ก.ค. 2557,9.9058,9.9631,10.2666
04 ก.ค. 2557,9.9737,10.0321,10.3355
07 ก.ค. 2557,9.9635,10.0259,10.3251
08 ก.ค. 2557,9.991,10.049,10.3534
09 ก.ค. 2557,10.0094,10.056,10.4064
10 ก.ค. 2557,9.9427,10.0033,10.3112
14 ก.ค. 2557,9.9136,9.972,10.2594
15 ก.ค. 2557,9.9176,9.9767,10.2809
16 ก.ค. 2557,9.874,9.9337,10.2355
17 ก.ค. 2557,9.8992,9.9625,10.2618
18 ก.ค. 2557,9.905,9.9679,10.2662
21 ก.ค. 2557,9.8712,9.9394,10.296
22 ก.ค. 2557,9.8506,9.898,10.2133
23 ก.ค. 2557,9.8256,9.8861,10.1883
24 ก.ค. 2557,9.8521,9.9122,10.2148
25 ก.ค. 2557,9.8314,9.8882,10.191
28 ก.ค. 2557,9.8309,9.8888,10.1909
29 ก.ค. 2557,9.8293,9.887,10.1898
30 ก.ค. 2557,9.8319,9.8894,10.1913
31 ก.ค. 2557,9.7864,9.8696,10.1781
01 ส.ค. 2557,9.8177,9.8878,10.1783
04 ส.ค. 2557,9.8376,9.8926,10.2268
05 ส.ค. 2557,9.8805,9.9283,10.2255
06 ส.ค. 2557,9.8802,9.9263,10.2187
07 ส.ค. 2557,9.8703,9.9078,10.2096
08 ส.ค. 2557,9.8406,9.887,10.2068
13 ส.ค. 2557,9.8436,9.8868,10.1776
14 ส.ค. 2557,9.8464,9.8911,10.2103
15 ส.ค. 2557,9.868,9.9117,10.2088
18 ส.ค. 2557,9.9054,9.9541,10.2483
19 ส.ค. 2557,9.9179,9.9636,10.2625
20 ส.ค. 2557,9.8952,9.9395,10.2364
21 ส.ค. 2557,9.9148,9.9603,10.2576
22 ส.ค. 2557,9.9031,9.9477,10.2339
25 ส.ค. 2557,9.918,9.9641,10.2616
26 ส.ค. 2557,9.9143,9.963,10.2638
27 ส.ค. 2557,9.926,9.9709,10.2698
28 ส.ค. 2557,9.9478,9.9941,10.2939
29 ส.ค. 2557,9.9287,9.9861,10.2909
01 ก.ย. 2557,9.9511,9.9999,10.301
02 ก.ย. 2557,9.9314,9.9771,10.2754
03 ก.ย. 2557,9.8851,9.9405,10.2552
04 ก.ย. 2557,9.8929,9.9365,10.2313
05 ก.ย. 2557,9.8862,9.9322,10.2276
08 ก.ย. 2557,9.904,9.9477,10.2427
09 ก.ย. 2557,9.8849,9.9275,10.2218
10 ก.ย. 2557,9.8454,9.8992,10.2163
11 ก.ย. 2557,9.8724,9.9146,10.2176
12 ก.ย. 2557,9.8807,9.9299,10.2308
15 ก.ย. 2557,9.8689,9.9155,10.2093
16 ก.ย. 2557,9.8181,9.8621,10.1546
17 ก.ย. 2557,9.8309,9.8755,10.1678
18 ก.ย. 2557,9.8027,9.8414,10.1384
19 ก.ย. 2557,9.7786,9.8152,10.1098
22 ก.ย. 2557,9.7859,9.8254,10.1264
23 ก.ย. 2557,9.7495,9.7924,10.0816
24 ก.ย. 2557,9.7535,9.7963,10.0862
25 ก.ย. 2557,9.7618,9.805,10.0949
26 ก.ย. 2557,9.7335,9.7752,10.062
29 ก.ย. 2557,9.7091,9.7535,10.0626
30 ก.ย. 2557,9.7151,9.7593,10.0489
01 ต.ค. 2557,9.7005,9.7476,10.038
02 ต.ค. 2557,9.7499,9.7943,10.0846
03 ต.ค. 2557,9.7938,9.8434,10.1379
06 ต.ค. 2557,9.8308,9.8793,10.1698
07 ต.ค. 2557,9.816,9.862,10.1534
08 ต.ค. 2557,9.803,9.8532,10.1471
09 ต.ค. 2557,9.8246,9.867,10.1702
10 ต.ค. 2557,9.7888,9.8342,10.1245
13 ต.ค. 2557,9.7621,9.8088,10.0998
14 ต.ค. 2557,9.7746,9.8259,10.1219
15 ต.ค. 2557,9.7508,9.792,10.0944
16 ต.ค. 2557,9.7263,9.7766,10.0626
17 ต.ค. 2557,9.6983,9.7439,10.0334
20 ต.ค. 2557,9.7069,9.7485,10.0451
21 ต.ค. 2557,9.7086,9.7592,10.0521
22 ต.ค. 2557,9.7231,9.768,10.0588
24 ต.ค. 2557,9.7001,9.7477,10.0387
27 ต.ค. 2557,9.7243,9.7716,10.0627
28 ต.ค. 2557,9.7267,9.7771,10.07
29 ต.ค. 2557,9.7532,9.8,10.0924
30 ต.ค. 2557,9.7199,9.7672,10.0586
31 ต.ค. 2557,9.7171,9.7481,10.063
03 พ.ย. 2557,9.6851,9.7358,10.0304
04 พ.ย. 2557,9.6467,9.6915,9.9779
05 พ.ย. 2557,9.6308,9.6643,9.9667
06 พ.ย. 2557,9.6409,9.6795,9.9704
07 พ.ย. 2557,9.6519,9.6967,9.9833
10 พ.ย. 2557,9.6613,9.7063,9.9938
11 พ.ย. 2557,9.6452,9.689,10.0008
12 พ.ย. 2557,9.6432,9.6874,9.9718
13 พ.ย. 2557,9.6543,9.703,9.9884
14 พ.ย. 2557,9.6427,9.6923,9.9811
17 พ.ย. 2557,9.6321,9.6698,9.9662
18 พ.ย. 2557,9.6039,9.6525,9.9419
19 พ.ย. 2557,9.5942,9.6428,9.9316
20 พ.ย. 2557,9.5936,9.6307,9.9282
21 พ.ย. 2557,9.5961,9.6409,9.9251
24 พ.ย. 2557,9.5964,9.6586,9.9615
25 พ.ย. 2557,9.617,9.6658,9.9553
26 พ.ย. 2557,9.6233,9.6711,9.9616
27 พ.ย. 2557,9.6171,9.6625,9.9513
28 พ.ย. 2557,9.5672,9.6141,9.898
01 ธ.ค. 2557,9.4278,9.4762,9.7624
02 ธ.ค. 2557,9.3944,9.4395,9.7217
03 ธ.ค. 2557,9.3859,9.4291,9.7071
04 ธ.ค. 2557,9.3676,9.4164,9.6957
08 ธ.ค. 2557,9.2919,9.3449,9.6235
09 ธ.ค. 2557,9.2789,9.3156,9.6008
11 ธ.ค. 2557,9.2357,9.2747,9.5459
12 ธ.ค. 2557,9.2147,9.2616,9.5416
15 ธ.ค. 2557,9.2119,9.2556,9.5328
16 ธ.ค. 2557,9.2583,9.3016,9.6024
17 ธ.ค. 2557,9.2972,9.3378,9.6098
18 ธ.ค. 2557,9.3162,9.3581,9.6324
19 ธ.ค. 2557,9.2785,9.3227,9.6016
22 ธ.ค. 2557,9.2574,9.3017,9.5776
23 ธ.ค. 2557,9.2383,9.2854,9.5658
24 ธ.ค. 2557,9.2373,9.284,9.5636
25 ธ.ค. 2557,9.2376,9.2817,9.5581
26 ธ.ค. 2557,9.2537,9.3033,9.5863
29 ธ.ค. 2557,9.2478,9.2941,9.5735
30 ธ.ค. 2557,9.2468,9.288,9.5621
05 ม.ค. 2558,9.1591,9.2069,9.5074
06 ม.ค. 2558,9.1069,9.1437,9.4262
07 ม.ค. 2558,9.019,9.0563,9.3333
08 ม.ค. 2558,9.0458,9.0814,9.3631
09 ม.ค. 2558,9.0683,9.1068,9.3923
12 ม.ค. 2558,9.0941,9.1286,9.412
13 ม.ค. 2558,9.0179,9.0563,9.3371
14 ม.ค. 2558,8.9708,9.0124,9.2888
15 ม.ค. 2558,8.992,9.035,9.3247
16 ม.ค. 2558,8.941,8.9948,9.3214
19 ม.ค. 2558,8.9725,9.0117,9.3106
20 ม.ค. 2558,8.9397,8.9756,9.269
21 ม.ค. 2558,8.8191,8.8706,9.2082
22 ม.ค. 2558,8.8545,8.8939,9.1799
23 ม.ค. 2558,8.8449,8.9062,9.2398
26 ม.ค. 2558,8.8661,8.9005,9.1928
27 ม.ค. 2558,8.8497,8.8925,9.1935
28 ม.ค. 2558,8.8553,8.8865,9.182
29 ม.ค. 2558,8.8198,8.8502,9.132
30 ม.ค. 2558,8.858,8.8877,9.1883
02 ก.พ. 2558,8.8287,8.8521,9.1564
03 ก.พ. 2558,8.787,8.8246,9.1293
04 ก.พ. 2558,8.9803,9.0086,9.3075
05 ก.พ. 2558,8.9421,8.9747,9.2748
06 ก.พ. 2558,9.0024,9.0452,9.3434
09 ก.พ. 2558,8.99,9.0253,9.3261
10 ก.พ. 2558,8.9628,9.0031,9.3098
11 ก.พ. 2558,8.9194,8.9498,9.2651
12 ก.พ. 2558,8.8568,8.8934,9.1903
13 ก.พ. 2558,8.9189,8.9525,9.2522
16 ก.พ. 2558,8.9782,9.0178,9.3248
17 ก.พ. 2558,8.9202,8.9585,9.2577
18 ก.พ. 2558,8.8912,8.9293,9.228
19 ก.พ. 2558,8.8099,8.8514,9.1804
20 ก.พ. 2558,8.7972,8.839,9.1849
23 ก.พ. 2558,8.7859,8.7993,9.1122
24 ก.พ. 2558,8.8091,8.8456,9.1421
25 ก.พ. 2558,8.8226,8.8521,9.1599
26 ก.พ. 2558,8.8611,8.8822,9.1758
27 ก.พ. 2558,8.8057,8.8376,9.1453
02 มี.ค. 2558,8.7593,8.7914,9.1087
03 มี.ค. 2558,8.7592,8.7809,9.0828
05 มี.ค. 2558,8.7075,8.7482,9.0385
06 มี.ค. 2558,8.716,8.7427,9.04
09 มี.ค. 2558,8.68,8.708,9.004
10 มี.ค. 2558,8.6839,8.7051,8.9983
11 มี.ค. 2558,8.6701,8.6927,8.9707
12 มี.ค. 2558,8.7683,8.7917,9.0731
13 มี.ค. 2558,8.7216,8.7494,9.0455
16 มี.ค. 2558,8.7354,8.7611,9.0773
17 มี.ค. 2558,8.7455,8.7711,9.0677
18 มี.ค. 2558,8.7537,8.7832,9.0892
19 มี.ค. 2558,8.6929,8.7316,9.0713
20 มี.ค. 2558,8.5921,8.6477,8.9854
23 มี.ค. 2558,8.6533,8.6776,8.9558
24 มี.ค. 2558,8.7115,8.7373,9.0343
25 มี.ค. 2558,8.7307,8.7567,9.0371
26 มี.ค. 2558,8.7014,8.719,9.0188
27 มี.ค. 2558,8.718,8.7432,9.0487
30 มี.ค. 2558,8.6441,8.6736,8.956
31 มี.ค. 2558,8.6111,8.6323,8.9377
01 เม.ย. 2558,8.6556,8.6813,8.9703
02 เม.ย. 2558,8.6702,8.683,8.9845
03 เม.ย. 2558,8.6958,8.7232,9.029
07 เม.ย. 2558,8.7816,8.8058,9.1328
08 เม.ย. 2558,8.7863,8.8119,9.0986
09 เม.ย. 2558,8.8309,8.8613,9.1641
10 เม.ย. 2558,8.7914,8.8314,9.1686
16 เม.ย. 2558,8.7105,8.7361,8.9724
17 เม.ย. 2558,8.777,8.8044,9.0644
20 เม.ย. 2558,8.7743,8.7961,9.0958
21 เม.ย. 2558,8.7439,8.7717,9.0632
22 เม.ย. 2558,8.7701,8.7926,9.0915
23 เม.ย. 2558,8.7848,8.8154,9.1147
24 เม.ย. 2558,8.8742,8.8915,9.1905
27 เม.ย. 2558,8.9848,9.0092,9.3062
28 เม.ย. 2558,9.021,9.059,9.3513
29 เม.ย. 2558,9.0321,9.0617,9.3549
30 เม.ย. 2558,9.0965,9.1205,9.4102
06 พ.ค. 2558,9.083,9.1284,9.4277
07 พ.ค. 2558,9.1402,9.1591,9.4687
08 พ.ค. 2558,9.1413,9.1688,9.4507
11 พ.ค. 2558,9.1545,9.1843,9.482
12 พ.ค. 2558,9.1608,9.1873,9.4864
13 พ.ค. 2558,9.1937,9.2229,9.5176
14 พ.ค. 2558,9.1414,9.181,9.5231
15 พ.ค. 2558,9.2331,9.2569,9.5575
18 พ.ค. 2558,9.2001,9.2348,9.5422
19 พ.ค. 2558,9.147,9.1708,9.4742
20 พ.ค. 2558,9.1406,9.1625,9.4605
21 พ.ค. 2558,9.1227,9.1501,9.4539
22 พ.ค. 2558,9.1488,9.171,9.4745
25 พ.ค. 2558,9.1376,9.1646,9.4505
26 พ.ค. 2558,9.1389,9.1616,9.4697
27 พ.ค. 2558,9.1318,9.1608,9.4537
28 พ.ค. 2558,9.0679,9.1129,9.4556
29 พ.ค. 2558,9.087,9.1194,9.4164
02 มิ.ย. 2558,8.9679,8.9983,9.2992
03 มิ.ย. 2558,9.0078,9.0277,9.3268
04 มิ.ย. 2558,8.9568,8.9798,9.3026
05 มิ.ย. 2558,8.9347,8.9623,9.2965
08 มิ.ย. 2558,8.8662,8.8924,9.1908
09 มิ.ย. 2558,8.8266,8.8577,9.1539
10 มิ.ย. 2558,8.8436,8.8586,9.1503
11 มิ.ย. 2558,8.8565,8.8762,9.1759
12 มิ.ย. 2558,8.86,8.8908,9.1805
15 มิ.ย. 2558,8.7966,8.8237,9.1192
16 มิ.ย. 2558,8.8247,8.8548,9.1712
17 มิ.ย. 2558,8.841,8.8692,9.1657
18 มิ.ย. 2558,8.8555,8.8842,9.1959
19 มิ.ย. 2558,8.9079,8.9392,9.2376
22 มิ.ย. 2558,8.8633,8.8877,9.1847
23 มิ.ย. 2558,8.8372,8.8597,9.1664
24 มิ.ย. 2558,8.842,8.8523,9.1764
25 มิ.ย. 2558,8.8125,8.8419,9.1577
26 มิ.ย. 2558,8.8155,8.8442,9.1602
29 มิ.ย. 2558,8.7985,8.8257,9.1206
30 มิ.ย. 2558,8.7745,8.8052,9.1086
02 ก.ค. 2558,8.8019,8.8275,9.1274
03 ก.ค. 2558,8.787,8.8204,9.1379
06 ก.ค. 2558,8.7389,8.7652,9.0908
07 ก.ค. 2558,8.7476,8.7722,9.0638
08 ก.ค. 2558,8.7804,8.8069,9.1132
09 ก.ค. 2558,8.7799,8.806,9.099
10 ก.ค. 2558,8.8071,8.8335,9.1328
13 ก.ค. 2558,8.7865,8.8146,9.113
14 ก.ค. 2558,8.7828,8.811,9.117
15 ก.ค. 2558,8.796,8.8223,9.139
16 ก.ค. 2558,8.8266,8.8631,9.1666
17 ก.ค. 2558,8.8122,8.8435,9.1644
20 ก.ค. 2558,8.8524,8.8711,9.1737
21 ก.ค. 2558,8.8897,8.9174,9.2037
22 ก.ค. 2558,8.9388,8.9602,9.287
23 ก.ค. 2558,8.9819,9.0022,9.2962
24 ก.ค. 2558,8.9862,9.0293,9.3222
27 ก.ค. 2558,8.9856,9.0085,9.3124
28 ก.ค. 2558,8.9841,9.0043,9.3151
29 ก.ค. 2558,8.9901,9.0109,9.3097
31 ก.ค. 2558,9.0564,9.0768,9.3814
03 ส.ค. 2558,8.9983,9.0273,9.3215
04 ส.ค. 2558,8.9288,8.9548,9.2616
05 ส.ค. 2558,8.9029,8.9299,9.2217
06 ส.ค. 2558,8.8877,8.9171,9.2144
07 ส.ค. 2558,8.8117,8.839,9.1547
10 ส.ค. 2558,8.7908,8.8178,9.1215
