งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
25 มิ.ย. 2557,4.1426,4.1583,4.219
26 มิ.ย. 2557,4.1422,4.1577,4.2182
27 มิ.ย. 2557,4.1446,4.1605,4.2206
30 มิ.ย. 2557,4.1412,4.157,4.2178
02 ก.ค. 2557,4.1335,4.1503,4.2098
03 ก.ค. 2557,4.1333,4.1493,4.2083
04 ก.ค. 2557,4.136,4.152,4.2102
07 ก.ค. 2557,4.133,4.1492,4.2097
08 ก.ค. 2557,4.136,4.1512,4.2091
09 ก.ค. 2557,4.1258,4.1381,4.2026
10 ก.ค. 2557,4.1061,4.1215,4.1779
14 ก.ค. 2557,4.1017,4.1178,4.179
15 ก.ค. 2557,4.1046,4.1205,4.1792
16 ก.ค. 2557,4.1063,4.1222,4.1788
17 ก.ค. 2557,4.1019,4.1184,4.1769
18 ก.ค. 2557,4.1092,4.1261,4.1836
21 ก.ค. 2557,4.0893,4.1027,4.167
22 ก.ค. 2557,4.0635,4.0793,4.1387
23 ก.ค. 2557,4.0556,4.0719,4.1291
24 ก.ค. 2557,4.0603,4.0763,4.1342
25 ก.ค. 2557,4.065,4.081,4.1402
28 ก.ค. 2557,4.0588,4.0749,4.1358
29 ก.ค. 2557,4.0585,4.0744,4.1339
30 ก.ค. 2557,4.0637,4.08,4.1396
31 ก.ค. 2557,4.084,4.0999,4.1555
01 ส.ค. 2557,4.1088,4.1216,4.185
04 ส.ค. 2557,4.101,4.1166,4.1771
05 ส.ค. 2557,4.0999,4.1154,4.1766
06 ส.ค. 2557,4.1081,4.1233,4.1814
07 ส.ค. 2557,4.1122,4.128,4.1863
08 ส.ค. 2557,4.1149,4.1281,4.1894
13 ส.ค. 2557,4.0852,4.1002,4.1594
14 ส.ค. 2557,4.07,4.0815,4.1469
15 ส.ค. 2557,4.0688,4.0843,4.1421
18 ส.ค. 2557,4.0628,4.0782,4.1366
19 ส.ค. 2557,4.065,4.0814,4.1394
20 ส.ค. 2557,4.0711,4.0868,4.1466
21 ส.ค. 2557,4.0897,4.106,4.1633
22 ส.ค. 2557,4.0738,4.0899,4.1483
25 ส.ค. 2557,4.0844,4.1004,4.1607
26 ส.ค. 2557,4.0747,4.0906,4.1513
27 ส.ค. 2557,4.0713,4.0877,4.1476
28 ส.ค. 2557,4.0675,4.084,4.1424
29 ส.ค. 2557,4.077,4.0935,4.153
01 ก.ย. 2557,4.0754,4.0923,4.1535
02 ก.ย. 2557,4.088,4.1038,4.1631
03 ก.ย. 2557,4.099,4.1141,4.1723
04 ก.ย. 2557,4.0834,4.1001,4.1575
05 ก.ย. 2557,4.0959,4.1117,4.1698
08 ก.ย. 2557,4.0833,4.0993,4.1584
09 ก.ย. 2557,4.0975,4.113,4.1713
10 ก.ย. 2557,4.1003,4.1166,4.1743
11 ก.ย. 2557,4.1048,4.1207,4.1766
12 ก.ย. 2557,4.1096,4.1263,4.1863
15 ก.ย. 2557,4.1168,4.1337,4.1936
16 ก.ย. 2557,4.1158,4.1328,4.1926
17 ก.ย. 2557,4.1103,4.1262,4.1867
18 ก.ย. 2557,4.1222,4.1381,4.1979
19 ก.ย. 2557,4.1151,4.1314,4.1895
22 ก.ย. 2557,4.1058,4.1186,4.1841
23 ก.ย. 2557,4.1161,4.1324,4.1895
24 ก.ย. 2557,4.1136,4.1303,4.1887
25 ก.ย. 2557,4.1145,4.1302,4.1894
26 ก.ย. 2557,4.1176,4.1346,4.1928
29 ก.ย. 2557,4.1215,4.1374,4.1998
30 ก.ย. 2557,4.1241,4.1403,4.2008
01 ต.ค. 2557,4.1313,4.1476,4.208
02 ต.ค. 2557,4.1268,4.143,4.201
03 ต.ค. 2557,4.1355,4.151,4.2105
06 ต.ค. 2557,4.1595,4.1763,4.2344
07 ต.ค. 2557,4.1566,4.1729,4.2327
08 ต.ค. 2557,4.1625,4.1788,4.2391
09 ต.ค. 2557,4.1403,4.1567,4.2157
10 ต.ค. 2557,4.1353,4.1522,4.2109
13 ต.ค. 2557,4.1353,4.1515,4.2082
14 ต.ค. 2557,4.1352,4.1514,4.2089
15 ต.ค. 2557,4.1468,4.1631,4.2236
16 ต.ค. 2557,4.1345,4.1507,4.2097
17 ต.ค. 2557,4.1352,4.1512,4.2079
20 ต.ค. 2557,4.1251,4.141,4.2007
21 ต.ค. 2557,4.1113,4.1275,4.1878
22 ต.ค. 2557,4.1185,4.1344,4.1928
24 ต.ค. 2557,4.1316,4.1477,4.2067
27 ต.ค. 2557,4.1314,4.1479,4.206
28 ต.ค. 2557,4.1347,4.1512,4.21
29 ต.ค. 2557,4.1402,4.1561,4.2176
30 ต.ค. 2557,4.152,4.1687,4.2272
31 ต.ค. 2557,4.1449,4.1619,4.2224
03 พ.ย. 2557,4.1571,4.175,4.2354
04 พ.ย. 2557,4.1673,4.1839,4.2441
05 พ.ย. 2557,4.1717,4.1881,4.2477
06 พ.ย. 2557,4.1842,4.2008,4.2597
07 พ.ย. 2557,4.1951,4.2112,4.2711
10 พ.ย. 2557,4.1797,4.1953,4.2535
11 พ.ย. 2557,4.1843,4.1987,4.263
12 พ.ย. 2557,4.1909,4.2064,4.2664
13 พ.ย. 2557,4.1874,4.2035,4.2602
14 พ.ย. 2557,4.1882,4.2035,4.2676
17 พ.ย. 2557,4.1821,4.1989,4.2624
18 พ.ย. 2557,4.1827,4.1982,4.2614
19 พ.ย. 2557,4.1841,4.201,4.2645
20 พ.ย. 2557,4.1891,4.2051,4.2675
21 พ.ย. 2557,4.1811,4.1976,4.2589
24 พ.ย. 2557,4.1794,4.1956,4.2573
25 พ.ย. 2557,4.1856,4.2013,4.2644
26 พ.ย. 2557,4.1821,4.1986,4.259
27 พ.ย. 2557,4.1802,4.1964,4.257
28 พ.ย. 2557,4.1861,4.2026,4.2645
01 ธ.ค. 2557,4.1964,4.2131,4.2753
02 ธ.ค. 2557,4.1828,4.1997,4.2612
03 ธ.ค. 2557,4.1959,4.2121,4.2733
04 ธ.ค. 2557,4.196,4.2118,4.2748
08 ธ.ค. 2557,4.2181,4.2345,4.2947
09 ธ.ค. 2557,4.209,4.2252,4.2879
11 ธ.ค. 2557,4.1886,4.2057,4.2664
12 ธ.ค. 2557,4.1846,4.2017,4.2635
15 ธ.ค. 2557,4.1862,4.2027,4.2639
16 ธ.ค. 2557,4.2091,4.2249,4.2849
17 ธ.ค. 2557,4.2109,4.2265,4.2893
18 ธ.ค. 2557,4.2023,4.2188,4.2784
19 ธ.ค. 2557,4.1883,4.2054,4.2663
22 ธ.ค. 2557,4.1923,4.2078,4.2685
23 ธ.ค. 2557,4.1979,4.2146,4.278
24 ธ.ค. 2557,4.1931,4.2102,4.2714
25 ธ.ค. 2557,4.1906,4.208,4.2706
26 ธ.ค. 2557,4.1926,4.2098,4.2688
29 ธ.ค. 2557,4.1951,4.2117,4.2734
