งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
25 มิ.ย. 2557,0.4819,0.5009,0.5771
26 มิ.ย. 2557,0.4794,0.5005,0.5788
27 มิ.ย. 2557,0.4788,0.5002,0.5804
30 มิ.ย. 2557,0.4806,0.5041,0.5766
02 ก.ค. 2557,0.4774,0.5005,0.5778
03 ก.ค. 2557,0.4865,0.5056,0.5797
04 ก.ค. 2557,0.4858,0.5059,0.5792
07 ก.ค. 2557,0.4815,0.5048,0.5783
08 ก.ค. 2557,0.4858,0.5038,0.5828
09 ก.ค. 2557,0.4816,0.5021,0.5786
10 ก.ค. 2557,0.4799,0.5003,0.5766
14 ก.ค. 2557,0.4796,0.4985,0.5734
15 ก.ค. 2557,0.481,0.4988,0.5733
16 ก.ค. 2557,0.477,0.4976,0.5695
17 ก.ค. 2557,0.4805,0.4991,0.5717
18 ก.ค. 2557,0.4795,0.4979,0.5696
21 ก.ค. 2557,0.4689,0.4915,0.5728
22 ก.ค. 2557,0.465,0.4898,0.57
23 ก.ค. 2557,0.4692,0.4896,0.5682
24 ก.ค. 2557,0.4621,0.4919,0.5708
25 ก.ค. 2557,0.4748,0.494,0.5714
28 ก.ค. 2557,0.474,0.4942,0.5666
29 ก.ค. 2557,0.4734,0.4915,0.5679
30 ก.ค. 2557,0.4741,0.491,0.5702
31 ก.ค. 2557,0.4702,0.495,0.5704
01 ส.ค. 2557,0.4676,0.4931,0.5658
04 ส.ค. 2557,0.47,0.4887,0.5609
05 ส.ค. 2557,0.4687,0.49,0.5602
06 ส.ค. 2557,0.4701,0.4901,0.5632
07 ส.ค. 2557,0.4691,0.4877,0.5612
08 ส.ค. 2557,0.4636,0.4852,0.5627
13 ส.ค. 2557,0.466,0.4867,0.5587
14 ส.ค. 2557,0.4652,0.4856,0.5607
15 ส.ค. 2557,0.4692,0.4882,0.5604
18 ส.ค. 2557,0.4705,0.4889,0.5605
19 ส.ค. 2557,0.4665,0.4878,0.5599
20 ส.ค. 2557,0.4663,0.4877,0.5611
21 ส.ค. 2557,0.4686,0.4886,0.5636
22 ส.ค. 2557,0.4668,0.4876,0.5639
25 ส.ค. 2557,0.4686,0.4905,0.564
26 ส.ค. 2557,0.4662,0.4893,0.5631
27 ส.ค. 2557,0.4661,0.4889,0.565
28 ส.ค. 2557,0.4621,0.4874,0.5629
29 ส.ค. 2557,0.4683,0.4896,0.5647
01 ก.ย. 2557,0.4688,0.4912,0.5636
02 ก.ย. 2557,0.4686,0.4908,0.5649
03 ก.ย. 2557,0.4649,0.4912,0.5669
04 ก.ย. 2557,0.4693,0.4899,0.5644
05 ก.ย. 2557,0.4725,0.4952,0.5675
08 ก.ย. 2557,0.4758,0.4945,0.5649
09 ก.ย. 2557,0.48,0.4971,0.5698
10 ก.ย. 2557,0.4746,0.4931,0.5646
11 ก.ย. 2557,0.4683,0.4895,0.5634
12 ก.ย. 2557,0.4714,0.4908,0.5635
15 ก.ย. 2557,0.4749,0.4947,0.5664
16 ก.ย. 2557,0.4663,0.4899,0.5649
17 ก.ย. 2557,0.4689,0.4899,0.5644
18 ก.ย. 2557,0.4708,0.4929,0.5635
19 ก.ย. 2557,0.4721,0.4944,0.5656
22 ก.ย. 2557,0.4691,0.4922,0.5652
23 ก.ย. 2557,0.4711,0.4913,0.566
24 ก.ย. 2557,0.4705,0.4907,0.5631
25 ก.ย. 2557,0.4681,0.4904,0.5631
26 ก.ย. 2557,0.4659,0.4884,0.5613
29 ก.ย. 2557,0.4625,0.4888,0.5629
30 ก.ย. 2557,0.4656,0.4872,0.5629
01 ต.ค. 2557,0.4612,0.4866,0.5597
02 ต.ค. 2557,0.4648,0.4871,0.56
03 ต.ค. 2557,0.4646,0.4874,0.5622
06 ต.ค. 2557,0.4633,0.4917,0.5657
07 ต.ค. 2557,0.4754,0.4954,0.5652
08 ต.ค. 2557,0.4741,0.4951,0.5677
09 ต.ค. 2557,0.4709,0.4918,0.5649
10 ต.ค. 2557,0.4684,0.4934,0.5657
13 ต.ค. 2557,0.4695,0.4927,0.5661
14 ต.ค. 2557,0.4724,0.4947,0.5685
15 ต.ค. 2557,0.4753,0.4949,0.5674
16 ต.ค. 2557,0.4689,0.4895,0.561
17 ต.ค. 2557,0.4721,0.4898,0.5578
20 ต.ค. 2557,0.4692,0.489,0.5631
21 ต.ค. 2557,0.4738,0.49,0.5617
22 ต.ค. 2557,0.4722,0.4921,0.5651
24 ต.ค. 2557,0.4718,0.4955,0.5638
27 ต.ค. 2557,0.4685,0.4929,0.5655
28 ต.ค. 2557,0.4723,0.4936,0.5639
29 ต.ค. 2557,0.4708,0.4942,0.5656
30 ต.ค. 2557,0.4684,0.4933,0.5676
31 ต.ค. 2557,0.4656,0.491,0.5635
03 พ.ย. 2557,0.4694,0.4931,0.5659
04 พ.ย. 2557,0.4713,0.4948,0.5658
05 พ.ย. 2557,0.4748,0.4956,0.5701
06 พ.ย. 2557,0.4756,0.4966,0.569
07 พ.ย. 2557,0.4841,0.4998,0.5685
10 พ.ย. 2557,0.4748,0.4966,0.5694
11 พ.ย. 2557,0.4769,0.4979,0.5679
12 พ.ย. 2557,0.4795,0.4976,0.5697
13 พ.ย. 2557,0.4765,0.4971,0.5695
14 พ.ย. 2557,0.4783,0.4965,0.5692
17 พ.ย. 2557,0.4886,0.4955,0.5697
18 พ.ย. 2557,0.4766,0.4927,0.5697
19 พ.ย. 2557,0.4732,0.4911,0.5702
20 พ.ย. 2557,0.4715,0.491,0.565
21 พ.ย. 2557,0.4672,0.4961,0.5636
24 พ.ย. 2557,0.4704,0.4965,0.5664
25 พ.ย. 2557,0.4615,0.4942,0.5653
26 พ.ย. 2557,0.4655,0.4955,0.5643
27 พ.ย. 2557,0.4685,0.4962,0.5649
28 พ.ย. 2557,0.4653,0.4956,0.5671
01 ธ.ค. 2557,0.4662,0.4961,0.5653
02 ธ.ค. 2557,0.4617,0.4946,0.5659
03 ธ.ค. 2557,0.4634,0.4907,0.5695
04 ธ.ค. 2557,0.4679,0.4955,0.5671
08 ธ.ค. 2557,0.469,0.4976,0.5694
09 ธ.ค. 2557,0.4588,0.4944,0.5687
11 ธ.ค. 2557,0.4582,0.4933,0.565
12 ธ.ค. 2557,0.4619,0.4891,0.5633
15 ธ.ค. 2557,0.4597,0.4884,0.562
16 ธ.ค. 2557,0.4644,0.4873,0.5607
17 ธ.ค. 2557,0.464,0.4858,0.5554
18 ธ.ค. 2557,0.4622,0.4869,0.5518
19 ธ.ค. 2557,0.4605,0.4864,0.5565
22 ธ.ค. 2557,0.4631,0.4861,0.5538
23 ธ.ค. 2557,0.4594,0.4858,0.5545
24 ธ.ค. 2557,0.4572,0.4839,0.5532
25 ธ.ค. 2557,0.4587,0.4842,0.5531
26 ธ.ค. 2557,0.4528,0.4835,0.5512
29 ธ.ค. 2557,0.4527,0.4841,0.5502
30 ธ.ค. 2557,0.4567,0.4831,0.5486
05 ม.ค. 2558,0.4586,0.484,0.5571
06 ม.ค. 2558,0.4643,0.4874,0.5535
07 ม.ค. 2558,0.4601,0.4853,0.5528
08 ม.ค. 2558,0.4623,0.4883,0.5548
09 ม.ค. 2558,0.4673,0.4903,0.5602
12 ม.ค. 2558,0.4656,0.4904,0.56
13 ม.ค. 2558,0.4644,0.4971,0.5554
14 ม.ค. 2558,0.4633,0.4937,0.5589
15 ม.ค. 2558,0.4652,0.4934,0.5631
16 ม.ค. 2558,0.4648,0.489,0.5598
19 ม.ค. 2558,0.4727,0.4931,0.5564
20 ม.ค. 2558,0.474,0.4982,0.564
21 ม.ค. 2558,0.4727,0.4972,0.5619
22 ม.ค. 2558,0.4735,0.4964,0.5624
23 ม.ค. 2558,0.4775,0.4969,0.5634
26 ม.ค. 2558,0.4775,0.4999,0.5639
27 ม.ค. 2558,0.4707,0.4982,0.5611
28 ม.ค. 2558,0.4738,0.4987,0.5629
29 ม.ค. 2558,0.477,0.4992,0.5657
30 ม.ค. 2558,0.4705,0.4974,0.5621
02 ก.พ. 2558,0.4619,0.4896,0.5611
03 ก.พ. 2558,0.4748,0.4916,0.5619
04 ก.พ. 2558,0.477,0.4927,0.5622
05 ก.พ. 2558,0.476,0.4897,0.5593
06 ก.พ. 2558,0.4726,0.4928,0.5622
09 ก.พ. 2558,0.4727,0.4919,0.5555
10 ก.พ. 2558,0.4723,0.4916,0.558
11 ก.พ. 2558,0.471,0.4902,0.558
12 ก.พ. 2558,0.4748,0.4911,0.5562
13 ก.พ. 2558,0.4669,0.4895,0.5595
16 ก.พ. 2558,0.4715,0.4918,0.5584
17 ก.พ. 2558,0.4713,0.4915,0.5546
18 ก.พ. 2558,0.4747,0.4922,0.5571
19 ก.พ. 2558,0.4712,0.4917,0.5592
20 ก.พ. 2558,0.4682,0.4899,0.5565
23 ก.พ. 2558,0.4684,0.4886,0.5585
24 ก.พ. 2558,0.4737,0.491,0.5578
