งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
18 ก.ค. 2557,-,0.1512,0.1526
21 ก.ค. 2557,-,0.1505,0.1518
22 ก.ค. 2557,-,0.1494,0.1508
23 ก.ค. 2557,-,0.1491,0.1504
24 ก.ค. 2557,-,0.1492,0.1505
25 ก.ค. 2557,-,0.1493,0.1507
28 ก.ค. 2557,-,0.1492,0.1505
29 ก.ค. 2557,-,0.1491,0.1505
30 ก.ค. 2557,-,0.1493,0.1507
31 ก.ค. 2557,-,0.15,0.1514
01 ส.ค. 2557,-,0.1511,0.1524
04 ส.ค. 2557,-,0.1508,0.1522
05 ส.ค. 2557,-,0.1507,0.152
06 ส.ค. 2557,-,0.151,0.1522
07 ส.ค. 2557,-,0.1512,0.1525
08 ส.ค. 2557,-,0.1513,0.1526
13 ส.ค. 2557,-,0.1503,0.1517
14 ส.ค. 2557,-,0.1498,0.1511
15 ส.ค. 2557,-,0.1497,0.151
18 ส.ค. 2557,-,0.1495,0.1508
19 ส.ค. 2557,-,0.1496,0.1509
20 ส.ค. 2557,-,0.1498,0.1512
21 ส.ค. 2557,-,0.1505,0.1518
22 ส.ค. 2557,-,0.1499,0.1512
25 ส.ค. 2557,-,0.1503,0.1517
26 ส.ค. 2557,-,0.1499,0.1513
27 ส.ค. 2557,-,0.1498,0.1511
28 ส.ค. 2557,-,0.1497,0.1511
29 ส.ค. 2557,-,0.1501,0.1514
01 ก.ย. 2557,-,0.15,0.1514
02 ก.ย. 2557,-,0.1504,0.1518
03 ก.ย. 2557,-,0.1508,0.1522
04 ก.ย. 2557,-,0.1502,0.1515
05 ก.ย. 2557,-,0.1508,0.1521
08 ก.ย. 2557,-,0.1503,0.1516
09 ก.ย. 2557,-,0.1508,0.1521
10 ก.ย. 2557,-,0.1509,0.1522
11 ก.ย. 2557,-,0.151,0.1523
12 ก.ย. 2557,-,0.1512,0.1526
15 ก.ย. 2557,-,0.1515,0.1529
16 ก.ย. 2557,-,0.1515,0.1529
17 ก.ย. 2557,-,0.1513,0.1527
18 ก.ย. 2557,-,0.1517,0.1531
19 ก.ย. 2557,-,0.1514,0.1527
22 ก.ย. 2557,-,0.1511,0.1525
23 ก.ย. 2557,-,0.1513,0.1527
24 ก.ย. 2557,-,0.1512,0.1525
25 ก.ย. 2557,-,0.1513,0.1526
26 ก.ย. 2557,-,0.1515,0.1528
29 ก.ย. 2557,-,0.1517,0.1531
30 ก.ย. 2557,-,0.1519,0.1532
01 ต.ค. 2557,-,0.1522,0.1536
02 ต.ค. 2557,-,0.1519,0.1532
03 ต.ค. 2557,-,0.1519,0.1533
06 ต.ค. 2557,-,0.1528,0.1542
07 ต.ค. 2557,-,0.1524,0.1538
08 ต.ค. 2557,-,0.1526,0.154
09 ต.ค. 2557,-,0.152,0.1533
10 ต.ค. 2557,-,0.1522,0.1535
13 ต.ค. 2557,-,0.152,0.1534
14 ต.ค. 2557,-,0.1522,0.1535
15 ต.ค. 2557,-,0.1526,0.154
16 ต.ค. 2557,-,0.152,0.1533
17 ต.ค. 2557,-,0.152,0.1533
20 ต.ค. 2557,-,0.1516,0.153
21 ต.ค. 2557,-,0.1511,0.1524
22 ต.ค. 2557,-,0.1512,0.1525
24 ต.ค. 2557,-,0.1517,0.153
27 ต.ค. 2557,-,0.1516,0.1529
28 ต.ค. 2557,-,0.1517,0.153
29 ต.ค. 2557,-,0.1519,0.1533
30 ต.ค. 2557,-,0.1524,0.1537
31 ต.ค. 2557,-,0.1523,0.1536
03 พ.ย. 2557,-,0.1525,0.1539
04 พ.ย. 2557,-,0.1527,0.1541
05 พ.ย. 2557,-,0.1529,0.1542
06 พ.ย. 2557,-,0.1534,0.1548
07 พ.ย. 2557,-,0.1538,0.1551
10 พ.ย. 2557,-,0.1531,0.1544
11 พ.ย. 2557,-,0.1537,0.1551
12 พ.ย. 2557,-,0.1535,0.1549
13 พ.ย. 2557,-,0.1534,0.1547
14 พ.ย. 2557,-,0.1533,0.1547
17 พ.ย. 2557,-,0.1531,0.1545
18 พ.ย. 2557,-,0.1529,0.1543
19 พ.ย. 2557,-,0.1527,0.1541
20 พ.ย. 2557,-,0.1532,0.1546
21 พ.ย. 2557,-,0.1529,0.1542
24 พ.ย. 2557,-,0.1527,0.154
25 พ.ย. 2557,-,0.153,0.1544
26 พ.ย. 2557,-,0.1526,0.1539
27 พ.ย. 2557,-,0.1525,0.1538
28 พ.ย. 2557,-,0.1527,0.154
01 ธ.ค. 2557,-,0.1534,0.1548
02 ธ.ค. 2557,-,0.1526,0.1539
03 ธ.ค. 2557,-,0.1531,0.1545
04 ธ.ค. 2557,-,0.1532,0.1546
08 ธ.ค. 2557,-,0.1542,0.1556
09 ธ.ค. 2557,-,0.1539,0.1553
11 ธ.ค. 2557,-,0.153,0.1543
12 ธ.ค. 2557,-,0.1529,0.1542
15 ธ.ค. 2557,-,0.1527,0.1541
16 ธ.ค. 2557,-,0.1535,0.1549
17 ธ.ค. 2557,-,0.1537,0.155
18 ธ.ค. 2557,-,0.1533,0.1547
19 ธ.ค. 2557,-,0.1528,0.1542
22 ธ.ค. 2557,-,0.153,0.1544
23 ธ.ค. 2557,-,0.1532,0.1546
24 ธ.ค. 2557,-,0.1532,0.1545
25 ธ.ค. 2557,-,0.1531,0.1545
26 ธ.ค. 2557,-,0.153,0.1543
29 ธ.ค. 2557,-,0.1533,0.1546
30 ธ.ค. 2557,-,0.1537,0.1551
05 ม.ค. 2558,-,0.1536,0.155
06 ม.ค. 2558,-,0.1534,0.1548
07 ม.ค. 2558,-,0.1527,0.1541
08 ม.ค. 2558,-,0.1527,0.1541
09 ม.ค. 2558,-,0.1529,0.1543
12 ม.ค. 2558,-,0.153,0.1544
13 ม.ค. 2558,-,0.1532,0.1546
14 ม.ค. 2558,-,0.153,0.1543
15 ม.ค. 2558,-,0.1528,0.1541
16 ม.ค. 2558,-,0.1524,0.1538
19 ม.ค. 2558,-,0.1518,0.1532
20 ม.ค. 2558,-,0.1525,0.1538
21 ม.ค. 2558,-,0.1524,0.1537
22 ม.ค. 2558,-,0.1517,0.153
23 ม.ค. 2558,-,0.1518,0.1533
26 ม.ค. 2558,-,0.1518,0.1532
27 ม.ค. 2558,-,0.1519,0.1533
28 ม.ค. 2558,-,0.152,0.1534
29 ม.ค. 2558,-,0.1521,0.1535
30 ม.ค. 2558,-,0.1531,0.1545
02 ก.พ. 2558,-,0.1524,0.1538
03 ก.พ. 2558,-,0.1524,0.1537
04 ก.พ. 2558,-,0.1528,0.1542
05 ก.พ. 2558,-,0.1516,0.153
06 ก.พ. 2558,-,0.1523,0.1537
09 ก.พ. 2558,-,0.1526,0.1539
10 ก.พ. 2558,-,0.1519,0.1533
11 ก.พ. 2558,-,0.1535,0.1549
12 ก.พ. 2558,-,0.1526,0.1539
13 ก.พ. 2558,-,0.1525,0.1539
16 ก.พ. 2558,-,0.1521,0.1535
17 ก.พ. 2558,-,0.1521,0.1535
18 ก.พ. 2558,-,0.152,0.1534
19 ก.พ. 2558,-,0.152,0.1533
20 ก.พ. 2558,-,0.1519,0.1533
23 ก.พ. 2558,-,0.1519,0.1533
24 ก.พ. 2558,-,0.152,0.1534
25 ก.พ. 2558,-,0.1519,0.1532
26 ก.พ. 2558,-,0.1513,0.1526
27 ก.พ. 2558,-,0.1509,0.1522
02 มี.ค. 2558,-,0.1509,0.1523
03 มี.ค. 2558,-,0.1509,0.1523
05 มี.ค. 2558,-,0.151,0.1523
06 มี.ค. 2558,-,0.1511,0.1525
09 มี.ค. 2558,-,0.1518,0.1532
10 มี.ค. 2558,-,0.1521,0.1534
11 มี.ค. 2558,-,0.1524,0.1538
12 มี.ค. 2558,-,0.1532,0.1546
13 มี.ค. 2558,-,0.1529,0.1543
16 มี.ค. 2558,-,0.1532,0.1545
17 มี.ค. 2558,-,0.1526,0.1539
18 มี.ค. 2558,-,0.1525,0.1539
19 มี.ค. 2558,-,0.1514,0.1529
20 มี.ค. 2558,-,0.1516,0.153
23 มี.ค. 2558,-,0.1509,0.1523
24 มี.ค. 2558,-,0.1505,0.1519
25 มี.ค. 2558,-,0.1504,0.1517
26 มี.ค. 2558,-,0.1507,0.1521
27 มี.ค. 2558,-,0.1507,0.1521
30 มี.ค. 2558,-,0.1507,0.1521
31 มี.ค. 2558,-,0.1504,0.1518
01 เม.ย. 2558,-,0.1502,0.1515
02 เม.ย. 2558,-,0.1497,0.1512
03 เม.ย. 2558,-,0.1497,0.1511
07 เม.ย. 2558,-,0.1497,0.1511
08 เม.ย. 2558,-,0.15,0.1514
09 เม.ย. 2558,-,0.15,0.1515
10 เม.ย. 2558,-,0.15,0.1514
16 เม.ย. 2558,-,0.1494,0.1507
17 เม.ย. 2558,-,0.1493,0.1506
20 เม.ย. 2558,-,0.1492,0.1506
21 เม.ย. 2558,-,0.1495,0.1509
22 เม.ย. 2558,-,0.1493,0.1507
23 เม.ย. 2558,-,0.1494,0.1508
24 เม.ย. 2558,-,0.1497,0.151
