,Actual,Predicted
2022-09-05,0.897,0.893435776424408
2022-09-06,0.8900999999999999,0.8934909371852874
2022-09-07,0.8965,0.8919090733528137
2022-09-08,0.8895,0.8920499225139618
2022-09-09,0.8868000000000001,0.8912964334011078
2022-09-10,0.8868000000000001,0.8895257844448089
2022-09-11,0.8868000000000001,0.8883968581199646
2022-09-12,0.8892,0.8878733928203583
2022-09-13,0.8865000000000001,0.8881220405578613
2022-09-14,0.8933,0.8878843791007995
2022-09-15,0.897,0.8893045221328735
2022-09-16,0.9046999999999998,0.8917352424144744
2022-09-17,0.9046999999999998,0.8952007143497467
2022-09-18,0.9046999999999998,0.897727329492569
2022-09-19,0.9011,0.8990722199440002
2022-09-20,0.8991999999999999,0.8990764860153198
2022-09-21,0.9055,0.8985608189105987
2022-09-22,0.9114,0.899654997396469
2022-09-23,0.9103000000000001,0.9020022769927978
2022-09-24,0.9103000000000001,0.9034929248809814
2022-09-25,0.9103000000000001,0.9041894412994385
2022-09-26,0.9214,0.904621874141693
2022-09-27,0.9251,0.9068104604721069
2022-09-28,0.9273,0.9093177177429199
2022-09-29,0.9294,0.9111736422538756
2022-09-30,0.9241999999999999,0.9125521337509155
2022-10-01,0.9241999999999999,0.9127490152359008
2022-10-02,0.9241999999999999,0.9111987340927123
2022-10-03,0.9267,0.9098375591754913
2022-10-04,0.9206000000000001,0.9098272150993347
2022-10-05,0.9112,0.9093606536865234
2022-10-06,0.9083,0.9073398661613464
2022-10-07,0.9109,0.9051345137119293
2022-10-08,0.9109,0.9042310698986054
2022-10-09,0.9109,0.9040018259048461
2022-10-10,0.9168,0.9038758162498474
2022-10-11,0.9267,0.9047468975543975
2022-10-12,0.9282,0.9072957604885101
2022-10-13,0.9282,0.9095159295082091
2022-10-14,0.9282,0.9108039848804473
2022-10-15,0.9282,0.9115988273620605
2022-10-16,0.9282,0.9121110540866851
2022-10-17,0.9284999999999999,0.9124728673934936
2022-10-18,0.9239,0.9127098407745361
2022-10-19,0.9239,0.9123599999904632
2022-10-20,0.9291,0.9119575901985169
2022-10-21,0.9304,0.9124607801914215
2022-10-22,0.9304,0.9131904389381408
2022-10-23,0.9304,0.9136731242656707
2022-10-24,0.9304,0.9139631253719329
2022-10-25,0.9267999999999998,0.914116268157959
2022-10-26,0.9207999999999998,0.9138531937599181
2022-10-27,0.9156,0.9128269971847534
2022-10-28,0.9159,0.9112589178085326
2022-10-29,0.9159,0.910143523645401
2022-10-30,0.9159,0.9095707003593444
2022-10-31,0.9214,0.909264162492752
2022-11-01,0.9198,0.9098618711948394
2022-11-02,0.9132000000000001,0.9087287246704101
2022-11-03,0.9162,0.9063777065277099
2022-11-04,0.9150999999999999,0.9056046531200409
2022-11-05,0.9150999999999999,0.9054352029323578
2022-11-06,0.9150999999999999,0.905310821723938
2022-11-07,0.9068,0.9052997437000274
2022-11-08,0.9049999999999999,0.9038066416740417
2022-11-09,0.8936,0.9021060847282409
2022-11-10,0.8941,0.8988502236843109
2022-11-11,0.8739,0.8961380344390869
2022-11-12,0.8739,0.889950992488861
2022-11-13,0.8739,0.8844707651615142
2022-11-14,0.8688,0.881505318069458
2022-11-15,0.8650999999999999,0.8780736306667327
2022-11-16,0.8652,0.8742537537097931
2022-11-17,0.8696,0.8715769545078277
2022-11-18,0.8696999999999999,0.8713405774593352
2022-11-19,0.8696999999999999,0.8713132035017013
2022-11-20,0.8696999999999999,0.8710898654937743
2022-11-21,0.8747,0.8708736490726471
2022-11-22,0.8787,0.872388368153572
2022-11-23,0.8779000000000001,0.8750031143665313
2022-11-24,0.8737,0.8765534184455871
2022-11-25,0.8669,0.8759805263519287
2022-11-26,0.8669,0.8729789093971252
2022-11-27,0.8669,0.8709546356201171
2022-11-28,0.8726000000000002,0.8699619942188263
2022-11-29,0.8667,0.8713874125003814
2022-11-30,0.8613,0.8703600003242492
2022-12-01,0.8523999999999999,0.8672377407073975
2022-12-02,0.8485,0.8597271271944046
2022-12-03,0.8485,0.8548763632774352
2022-12-04,0.8485,0.8521236922264098
2022-12-05,0.8485,0.8503570570468902
2022-12-06,0.8564,0.8488677853107451
2022-12-07,0.8556,0.8506586866378784
2022-12-08,0.8492999999999999,0.8518074066162109
2022-12-09,0.8469,0.8497518941879272
2022-12-10,0.8469,0.8470677096366882
2022-12-11,0.8469,0.8454557080745696
2022-12-12,0.8469,0.8446702692985534
2022-12-13,0.8477999999999999,0.8440431568145751
2022-12-14,0.846,0.8440956799507141
2022-12-15,0.8491999999999998,0.8434249205112456
2022-12-16,0.8554999999999999,0.8443541442394256
2022-12-17,0.8554999999999999,0.8477644554138183
2022-12-18,0.8554999999999999,0.850027124595642
2022-12-19,0.8506999999999999,0.851261039853096
2022-12-20,0.8522,0.8498970552921294
2022-12-21,0.8483,0.849677490234375
2022-12-22,0.8467,0.8482730582714081
2022-12-23,0.8506,0.8466139235019683
2022-12-24,0.8506,0.8476231475353241
2022-12-25,0.8506,0.8485311211824417
2022-12-26,0.8486000000000001,0.8488278769016265
2022-12-27,0.8454,0.8479504652976989
2022-12-28,0.8463,0.846155802488327
2022-12-29,0.8465,0.8455462130069732
2022-12-30,0.8437,0.8455351349830627
2022-12-31,0.8437,0.8442840751647949
2023-01-01,0.8437,0.8434050351142883
2023-01-02,0.8437,0.839295501089096
2023-01-03,0.8388999999999999,0.8408969521522521
2023-01-04,0.8362,0.8402612960577011
2023-01-05,0.8268,0.8383685021400451
2023-01-06,0.8297,0.8340787036657333
2023-01-07,0.8297,0.8317398988723754
2023-01-08,0.8297,0.8308711914300918
